name,namings,Ibnhajar_rank,shuhra,laqab,nasab,selat_karaba,mazhab,kunia,death_year,tabaqa,zahabi_rank,living_city,birth_year,death_city,journey_city,id,narrated_from,narrated_to,id_in_full_list
علي بن إبراهيم بن سلمة بن بحر,"['أبو الحسن', 'أبو الحسن أي القطان', 'أبو الحسن ابن القطان', 'أبو الحسن القطان', 'أبو الحسن بن سلمة', 'أبو الحسن بن سلمة القطان', 'أبو الحسن علي بن إبراهيم بن سلمة القطان', 'أبو الحسن علي بن إبراهيم بن سلمة بن بحر القطان', 'علي بن إبراهيم', 'علي بن إبراهيم القطان', 'علي بن إبراهيم بن سلمة القطان', 'علي بن إبراهيم بن سلمة بن بحر القطان']",-,-,الحافظ ، شيخ الإسلام,القطان ، الحافظ ، القزويني,كان له بنون ثلاثة : محمد ، وحسن ، وحسين,-,أبو الحسن,345 هـ,-,-,قزوِين,254 هـ,-,اليمن,73,"[1559, 74, 150]",[72],0
محمد بن ماجه : يزيد,"['أبو عبد الله', 'أبو عبد الله ابن ماجه', 'أبو عبد الله بن ماجه', 'أبو عبد الله بن محمد بن يزيد بن ماجه القزويني', 'أبو عبد الله بن يزيد بن ماجه', 'أبو عبد الله محمد بن يزيد بن ماجه', 'ابن ماجه', 'محمد بن ماجه']",أحد الأئمة ، حافظ,-,الحافظ,الربعي مولاهم ، القزويني ، الحافظ,الربعي مولاهم ، أخو : أبي بكر ، وأبي عبد الله ، ابنه : عبد الله,-,أبو عبد الله,273 هـ ، أو : 275 هـ,-,الحافظ ، صاحب السنن,-,209 هـ,-,خراسان ، العراق ، الحجاز ،مصر ، الشام ، الري,74,"[593, 563, 474, 685, 1366, 1411, 1985, 1531, 791, 116, 549, 100, 2068, 1646, 674, 1661, 700, 75, 1810, 1386, 1081, 253, 32, 284, 812, 415, 956, 1568, 1171, 1105, 920, 1026, 555, 1389, 1715, 608, 1402, 755, 340, 1482, 485, 1732, 829, 848, 1446, 1505, 179, 445, 1571, 987, 1666, 9, 926, 1261, 1054, 195, 916, 1345, 272, 649, 113, 889, 576, 1250, 133, 1279, 240, 1833, 1959, 194, 747, 1420, 233, 367, 629, 1612, 1110, 1324, 184, 1034, 267, 0, 1202, 881, 1156, 2071, 347, 525, 470, 1811, 130, 999, 8, 1559, 219, 1013, 1237, 1129, 844, 1101, 332, 1391, 759, 786, 412, 922, 1231, 512, 465, 456, 1533, 1767, 1718, 840, 722, 1887, 656, 625, 547]",[73],514
أحمد بن عبد الله بن ميمون بن العباس بن الحارث ، ابن أبي الحواري,"['أحمد بن أبي الحواري', 'أحمد بن أبي الحواري الدمشقي', 'أحمد بن عبد الله بن أبي الحواري', 'ابن أبي الحواري']",ثقة زاهد,-,الحافظ,الحافظ ، الغطفاني ، التغلبي ، الدمشقي ، الشامي ، الزاهد ، الكوفي الأصل,-,-,أبو الحسن ، وقال ابن حبان : أبو العباس,قال أبو زرعة وغيره : 246 هـ . وذكر أبو سليمان بن زبر : 245 هـ ، والصحيح الأول . وقال أحمد بن محمد بن الفضل : 230 هـ ، قال أبو القاسم : هذا وهم,العاشرة,-,دمشق,164 هـ,-,-,75,"[1, 1830, 360, 254, 76, 147]","[63, 74, 2125, 1336, 775, 1407, 349]",3238
مروان بن محمد بن حسان,"['أبي', 'مروان', 'مروان الدمشقي', 'مروان الطاطري', 'مروان بن محمد', 'مروان بن محمد الدمشقي', 'مروان بن محمد الطاطري', 'مروان بن محمد الطاهري', 'مروان هو ابن محمد', 'مروان وهو ابن محمد', 'مروان وهو ابن محمد الدمشقي', 'مروان وهو ابن محمد الطاطري', 'مروان يعني ابن محمد', 'مروان يعني ابن محمد الدمشقي', 'مروان يعني الطاطري']",ثقة,الطاطري,الحافظ,الحافظ ، الأسدي ، الطاطري ، الدمشقي ، شامي,والد إبراهيم بن مروان,مرجئ,أبو بكر ، ويقال : أبو حفص ، ويقال : أبو عبد الرحمن,210 هـ,التاسعة,ثقة إمام ، وكان عبدا قانتا لله,دمشق نحو قصر الثقفيين,147 هـ,-,-,76,"[1020, 633, 1240, 1836, 1370, 65, 698, 793, 134, 221, 254, 260, 304]","[1625, 100, 75, 2052, 1844, 133, 1898, 1420, 135, 2093]",2396
سعيد بن محمد بن أحمد بن جعفر,"['أبو سعد سعيد بن محمد الشعبي', 'أبو سعد سعيد بن محمد الشعيبي', 'أبو سعد سعيد بن محمد بن أحمد الشعيبي']",-,-,-,الكرابيسي ،  الشعيبي,والد : إسماعيل,-,أبو سعد,-,-,-,-,-,-,البصرة ، الكوفة,77,"[78, 1593]",[35],12031
الحسن بن أحمد بن صالح,"['أبو محمد الحسن بن أحمد الحافظ', 'أبو محمد الحسن بن أحمد بن صالح السبيعي الحافظ', 'أبو محمد الحسن بن محمد السبيعي الحافظ', 'أبو محمد السبيعي الحافظ', 'الحسن بن أحمد', 'الحسن بن أحمد بن صالح', 'الحسن بن أحمد بن صالح الحلبي', 'الحسن بن أحمد بن صالح الكوفي', 'الحسين بن أحمد بن صالح']",-,-,الحافظ,السبيعي ، الهمداني ، الحافظ ، الحلبي,من أولاد أبي إسحاق السبيعي,فيه تشيع يسير,أبو محمد,371 هـ,-,-,حلب,-,-,-,78,[79],"[5, 128, 35, 77]",7003
عبد الله بن محمد بن ناجية بن نجبة,"['أبو محمد عبد الله بن محمد بن ناجية', 'أبو محمد عبد الله بن محمد بن ناجية بن نجبة', 'ابن ناجية', 'ابن ناجية هو عبد الله بن محمد', 'ابن ناجية هو عبد الله بن محمد بن ناجية', 'عبد الله', 'عبد الله ابن ناجية', 'عبد الله بن محمد', 'عبد الله بن محمد بن ناجية', 'عبد الله بن ناجية', 'عبد الله بن ناجية البغدادي', 'عبد الله بن ناحية']",-,-,الحافظ,البربري ، البغدادي ، الحافظ ، الهاشمي  مولاهم ، الصَّادِقُ,مولي بني هاشم ، كان مشهورا بصحبة الكرابيسي,-,أبو محمد,301 هـ,-,-,-,-,بغداد,-,79,"[563, 658, 476, 549, 1081, 284, 415, 956, 1105, 818, 308, 608, 80, 179, 1571, 987, 1666, 195, 1587, 576, 1441, 1110, 126, 589, 0, 1156, 534, 347, 636, 567, 854, 125, 1013, 790, 1101, 332, 759, 412, 512, 1672, 1718, 587, 1786]","[602, 591, 78, 2167, 1593, 192, 514, 612, 1365, 1037, 435, 719, 883, 30, 422, 1899, 131, 118, 277, 236]",100
الحسن بن عبد العزيز بن الوزير بن ضابئ بن مالك بن عامر بن عدي بن حمرس بن نفر بن نصر بن عدي بن القاطع بن جري بن عوف بن أسود بن تزود بن حشم بن جذام,"['الحسن بن عبد العزيز', 'الحسن بن عبد العزيز الجروي']",ثقة ثبت ، عابد فاضل,-,-,الجذامي ، الجروي ، المصري,ابن ابنه جعفر بن محمد بن الحسن بن عبد العزيز الجروي,-,أبو علي,257 هـ,الحادية عشرة,قال الدارقطني : لم ير مثله فضلا ، وزهدا,بغداد ، مصر ، العراق,-,العراق,العراق,80,"[480, 1405, 33, 1688, 632]","[46, 125, 31, 1139, 79, 392, 655]",5267
عبد الرحمن بن مهدي بن حسان بن عبد الرحمن,"['أبو سعيد', 'ابن المهدي', 'ابن مهدي', 'عبد الرحمن', 'عبد الرحمن بن مهدي', 'عبد الرحمن هو ابن مهدي', 'عبد الرحمن وهو ابن مهدي', 'عبد الرحمن يعنون ابن مهدي', 'عبد الرحمن يعني ابن مهدي', 'عبد الرحمن يعنيان ابن مهدي']",ثقة ثبت حافظ ، عارف بالرجال والحديث,-,الحافظ,الحافظ ، اللؤلؤي ، البصري ، العنبري مولاهم ، الأزدي مولاهم,مولى الأزد ، وابنه : موسى ، وابن أخته : أبو بكر عبد الله بن محمد بن أبي الأسود,كان يذهب إلى بعض مذاهب أهل الحديث وإلى رأي المدنيين,أبو سعيد,198 هـ,التاسعة,كان أفقه من يحيى القطان,البصرة,134هـ ، أو 135هـ ، أو 136هـ,البصرة,-,81,"[666, 327, 502, 667, 1512, 321, 57, 361, 998, 900, 239, 196, 903, 914, 603, 82, 1172, 833, 137, 216, 1273, 1001, 486, 40, 1763, 299, 65, 698, 438, 152, 867, 138, 1318, 1115, 1119, 441, 215, 254, 850, 2186, 309, 640, 369, 723, 21]","[1800, 116, 674, 863, 700, 836, 154, 1049, 818, 920, 1942, 485, 179, 773, 1261, 893, 272, 113, 20, 355, 576, 289, 459, 233, 367, 1612, 46, 500, 0, 247, 254, 675, 534, 347, 688, 613, 517, 999, 854, 568, 1077, 823, 1013, 1129, 800, 209, 945, 412, 456, 147, 106, 656, 318, 883, 858, 801]",983
حميد بن الأسود بن الأشقر,"['أبو الأسود حميد بن الأسود', 'حميد بن أبي الأسود', 'حميد بن أسود', 'حميد بن الأسود', 'حميد بن الأسود أبو الأسود', 'محمد بن الأسود']",صدوق يهم قليلا.,-,-,البصري ، الكرابيسي.,جد أبي بكر عبد الله بن محمد بن أبي الأسود ، ابنه : عبد الله بن حميد.,-,أبو الأسود.,190 هـ,الثامنة.,ثقة.,-,-,-,-,82,"[397, 376, 217, 544, 299, 83, 157, 273]","[213, 485, 1571, 195, 1084, 81, 613, 1077, 71]",6396
الضحاك بن عثمان بن عبد الله بن خالد بن حزام,"['أبيه', 'الضحاك', 'الضحاك بن عبد الرحمن بن خالد بن حزام', 'الضحاك بن عبد الله', 'الضحاك بن عبد الله بن خالد بن حزام', 'الضحاك بن عثمان', 'الضحاك وهو ابن عثمان', 'الضحاك يعني ابن عثمان']",صدوق يهم,-,-,القرشي ، الأسدي ، الحزامي ، المدني,أولاده : عثمان ، وعبد ربه ، ومحمد ، وحفيده : الضحاك بن عثمان ، وابن ابن عمه عيسى بن المغيرة بن الضحاك بن عبد الله الحزامي ، وجده خالد بن حزام أخو حكيم بن حزام ، ويقال : ابن ابنه,-,أبو عثمان,قال ابن سعد : 153 هـ ، وفي كتاب الصيرفيني قبل 200 هـ,السابعة,وثقه ابن معين . وقال أبو زرعة : ليس بقوي,-,-,المدينة,-,83,"[447, 1795, 261, 804, 174, 175, 696, 906, 1248, 897, 93, 902, 354, 185, 66, 274, 2006, 714, 300, 55, 405, 402, 362, 84, 304, 488, 571]","[207, 174, 975, 1, 82, 285, 299, 698, 108, 433, 134, 1115, 254, 226, 1225]",4684
محمد بن عبد الرحمن بن حارثة بن النعمان ، ويقال : محمد بن عبد الرحمن بن عبد الله بن حارثة بن النعمان بن يفع بن زيد بن عبيد بن ثعلبة بن غنم بن مالك بن النجار,"['أبو الرجال', 'أبو الرجال محمد بن عبد الرحمن', 'أبو الرجال محمد بن عبد الرحمن الأنصاري', 'أبو الرجال محمد بن عبد الرحمن بن حارثة', 'أبو الرجال محمد بن عبد الرحمن بن حارثة بن النعمان الأنصاري ثم من بني النجار', 'أبي', 'أبيه', 'ابن أخي عمرة', 'ابن عمرة محمد بن عبد الرحمن بن حارثة وهو أبو الرجال', 'محمد', 'محمد بن عبد الرحمن', 'محمد بن عبد الرحمن أبي الرجال', 'محمد بن عبد الرحمن الأنصاري', 'محمد بن عبد الرحمن الأنصاري يعني أبا الرجال', 'محمد بن عبد الرحمن بن حارثة']",ثقة,أبو الرجال,أبو الرجال,الأنصاري ، النجاري ، المدني,أمه عمرة بنت عبد الرحمن ، أولاده حارثة وعبد الرحمن ومالك,-,أبو عبد الرحمن ، أبو الرجال,121 هـ : 130 هـ,الخامسة,-,-,-,-,-,84,"[1104, 85, 398, 98, 66, 714, 1515]","[703, 170, 299, 138, 25, 83, 2]",1460
سعيد بن المسيب بن حزن بن أبي وهب بن عمرو بن عائذ بن عمران بن مخزوم,"['أبيه', 'ابن المسيب', 'ابن مسيب', 'المسيب', 'جده', 'سعيد', 'سعيد المسيب', 'سعيد بن المسيب', 'سعيد بن مسيب', 'سعيد هو ابن المسيب', 'سعيد وهو ابن المسيب', 'سعيد يعني ابن المسيب']",أحد العلماء الأثبات الفقهاء الكبار,-,-,القرشي ، المخزومي ، المدني,أمه : بنت عثمان بن حكيم ، وزوج ابنة أبي هريرة ، ووالد : محمد ، وسعيد ، وإلياس ، وأم عثمان ، وأم عمرو ، وفاختة ، ومريم ، بن أمية بن حارثة بن الأوقص بن مرة بن هلال بن فالج بن ذكوان السلمي ، وجدته : مارية الهموم من ذوات الرايات,-,أبو محمد,87 هـ ، أو 93 هـ ، أو 94 هـ ، أو 95 هـ ، أو 100 هـ ، وقال ابن معين وابن المديني : 105 هـ,من كبار الثانية,الإمام ، أحد الأعلام ، وسيد التابعين ، ثقة ، حجة ، فقيه ، رفيع الذكر ، رأس في العلم والعمل,المدينة,ولد لسنتين مضتا من خلافة عمر بن الخطاب ، وعن علي بن زيد: ولد سعيد بعد أن استخلف عمر بأربع سنين,-,-,85,"[1958, 1754, 13, 235, 1060, 264, 498, 336, 704, 200, 324, 1093, 1663, 301, 434, 24, 1669, 453, 56, 506, 479, 751, 94, 337, 14, 478, 383, 1257, 679, 395, 338, 98, 897, 699, 49, 275, 621, 2179, 450, 251, 66, 265, 97, 50, 439, 61, 772, 29, 190, 300, 104, 363, 1393, 23, 405, 949, 1515, 103, 176, 496, 177, 483, 304, 643, 105, 302, 173, 1242, 1459]","[668, 281, 810, 1302, 743, 606, 255, 397, 641, 376, 753, 1560, 1005, 672, 102, 261, 1196, 908, 1878, 174, 860, 750, 832, 1245, 910, 1418, 453, 1018, 87, 1530, 1117, 426, 518, 310, 513, 175, 696, 1104, 1707, 299, 65, 1631, 438, 398, 334, 420, 1186, 663, 388, 354, 1373, 464, 185, 1119, 66, 157, 1362, 1529, 377, 690, 55, 405, 653, 378, 402, 2041, 716, 357, 198, 1099, 483, 84, 273, 280, 600, 304, 488, 2032, 477, 286, 1589, 879]",42
سعيد بن أبي عروبة : مهران,"['ابن أبي عروبة', 'سعيد', 'سعيد بن أبي عروبة', 'سعيد بن أبي عروة', 'سعيد بن أبي معشر', 'سعيد بن المسيب', 'سعيد هو ابن أبي عروبة', 'سعيد وهو ابن أبي عروبة', 'سعيد يعني ابن أبي عروبة', 'شعبة']",ثقة حافظ ، له تصانيف ؛ لكنه كثير التدليس واختلط ، وكان من أثبت الناس في قتادة,-,الأعرج,العدوي مولاهم ، اليشكري مولاهم ، البصري ، الأعرج,مولى بني عدي بن يشكر,كان قدريا,أبو النضر,150 هـ أو 155 هـ أو 156 هـ أو 157 هـ,السادسة,أحد الأعلام ، قال أحمد : كان يحفظ ، لم يكن له كتاب ، وقال ابن معين : هو من أثبتهم في قتادة ، وقال أبو حاتم : هو قبل أن يختلط ، ثقة,البصرة,-,-,-,86,"[255, 532, 414, 779, 672, 102, 1196, 292, 545, 1458, 771, 750, 1143, 453, 794, 497, 87, 1608, 833, 322, 751, 1707, 16, 1576, 98, 662, 663, 251, 1362, 597, 1292, 405, 1086, 17, 2041, 716, 980, 198, 483, 879, 1014]","[878, 667, 774, 918, 57, 1076, 295, 1234, 633, 234, 1118, 471, 914, 1, 155, 603, 766, 1687, 169, 1001, 1084, 299, 65, 108, 459, 16, 138, 1660, 238, 433, 689, 375, 15, 215, 0, 360, 748, 850, 1027, 412, 304, 151, 369, 226, 147, 121, 21, 71]",365
حماد بن أبي سليمان : مسلم,"['أبو سليمان', 'جابر بن أبي سليمان', 'حماد', 'حماد ابن أبي سليمان', 'حماد الكوفي', 'حماد بن أبي سليمان', 'حماد بن أبي سليمان الكوفي', 'حماد هو ابن أبي سليمان', 'حماد وهو ابن أبي سليمان', 'حماد يعني ابن أبي سليمان', 'حماد يعنيان ابن أبي سليمان', 'همام']",فقيه ، صدوق له أوهام,-,-,الأشعري مولاهم ، الكوفي ، من أهل برخوار,مولى أبي موسى ، وقيل : مولى إبراهيم بن أبي موسى الأشعري ، والد إسماعيل,كان يرمى بالإرجاء,أبو إسماعيل,119 هـ ، أو 120 هـ ، أو  121 هـ,الخامسة,ثقة ، إمام مجتهد,-,-,-,البصرة,87,"[1185, 255, 117, 264, 453, 497, 691, 43, 424, 1104, 452, 85, 297, 1012, 663, 42, 464, 61, 300, 104, 405, 17, 198, 483, 614, 571, 88]","[670, 1103, 909, 57, 295, 820, 686, 817, 998, 771, 239, 230, 596, 373, 914, 1, 497, 603, 543, 86, 749, 299, 65, 108, 459, 438, 708, 138, 662, 375, 451, 157, 0, 360, 377, 156, 17, 716, 122, 357, 304, 723]",381
